chr,start,end,GeneID,gene.type,GeneName,variability
chr1,11700820,11701245,ENSG00000120942,protein_coding,UBIAD1,DAE
chr1,11708775,11709300,ENSG00000120942,protein_coding,UBIAD1,DAE
chr1,11352480,11353280,ENSG00000204624,protein_coding,PTCHD2,DAE
chr1,11384551,11384775,ENSG00000204624,protein_coding,PTCHD2,DAE
chr1,11399558,11400192,ENSG00000204624,protein_coding,PTCHD2,DAE
chr1,11426100,11426679,ENSG00000204624,protein_coding,PTCHD2,DAE
chr1,11436710,11437525,ENSG00000204624,protein_coding,PTCHD2,DAE
chr1,11689500,11690175,ENSG00000204624,protein_coding,PTCHD2,DAE
chr1,11238725,11238840,ENSG00000235643,lincRNA,RP1-69M21.2,DAE
chr1,11268419,11269230,ENSG00000235643,lincRNA,RP1-69M21.2,DAE
chr1,11269255,11269845,ENSG00000235643,lincRNA,RP1-69M21.2,DAE
chr1,11306263,11306815,ENSG00000235643,lincRNA,RP1-69M21.2,DAE
chr1,11372025,11372375,ENSG00000235643,lincRNA,RP1-69M21.2,DAE
chr1,11376359,11377050,ENSG00000235643,lincRNA,RP1-69M21.2,DAE
chr1,11384551,11384775,ENSG00000235643,lincRNA,RP1-69M21.2,DAE
chr1,11567200,11567725,ENSG00000235643,lincRNA,RP1-69M21.2,DAE
chr1,11167648,11168476,ENSG00000116661,protein_coding,FBXO2,DAE
chr1,11288527,11289171,ENSG00000116661,protein_coding,FBXO2,DAE
chr1,11289339,11289616,ENSG00000116661,protein_coding,FBXO2,DAE
chr1,11306263,11306815,ENSG00000116661,protein_coding,FBXO2,DAE
chr1,11352480,11353280,ENSG00000116661,protein_coding,FBXO2,DAE
chr1,11372025,11372375,ENSG00000116661,protein_coding,FBXO2,DAE
chr1,11376359,11377050,ENSG00000116661,protein_coding,FBXO2,DAE
chr1,11774599,11774900,ENSG00000116661,protein_coding,FBXO2,DAE
chr1,11167648,11168476,ENSG00000132879,protein_coding,FBXO44,DAE
chr1,11288527,11289171,ENSG00000132879,protein_coding,FBXO44,DAE
chr1,11289339,11289616,ENSG00000132879,protein_coding,FBXO44,DAE
chr1,11306263,11306815,ENSG00000132879,protein_coding,FBXO44,DAE
chr1,11352480,11353280,ENSG00000132879,protein_coding,FBXO44,DAE
chr1,11372025,11372375,ENSG00000132879,protein_coding,FBXO44,DAE
chr1,11376359,11377050,ENSG00000132879,protein_coding,FBXO44,DAE
chr1,11774599,11774900,ENSG00000132879,protein_coding,FBXO44,DAE
chr1,11268419,11269230,ENSG00000116663,protein_coding,FBXO6,DAE
chr1,11269255,11269845,ENSG00000116663,protein_coding,FBXO6,DAE
chr1,11306263,11306815,ENSG00000116663,protein_coding,FBXO6,DAE
chr1,11774599,11774900,ENSG00000116663,protein_coding,FBXO6,DAE
chr1,11238725,11238840,ENSG00000116670,protein_coding,MAD2L2,DAE
chr1,11288527,11289171,ENSG00000116670,protein_coding,MAD2L2,DAE
chr1,11289339,11289616,ENSG00000116670,protein_coding,MAD2L2,DAE
chr1,11306263,11306815,ENSG00000116670,protein_coding,MAD2L2,DAE
chr1,11238725,11238840,ENSG00000162490,protein_coding,DRAXIN,DAE
chr1,11288527,11289171,ENSG00000162490,protein_coding,DRAXIN,DAE
chr1,11289339,11289616,ENSG00000162490,protein_coding,DRAXIN,DAE
chr1,11306263,11306815,ENSG00000162490,protein_coding,DRAXIN,DAE
chr1,11574099,11575012,ENSG00000177674,protein_coding,AGTRAP,DAE
chr1,11167648,11168476,ENSG00000215910,protein_coding,C1orf167,DAE
chr1,12044500,12045489,ENSG00000083444,protein_coding,PLOD1,DAE
chr1,112310134,112311008,ENSG00000121933,protein_coding,ADORA3,DAE
chr1,112310134,112311008,ENSG00000171385,protein_coding,KCND3,DAE
chr1,112310134,112311008,ENSG00000231437,lincRNA,RP11-88H9.2,DAE
chr1,113013175,113013675,ENSG00000143079,protein_coding,CTTNBP2NL,DAE
chr1,113584975,113585500,ENSG00000155367,protein_coding,PPM1J,DAE
chr1,113584975,113585500,ENSG00000184599,protein_coding,FAM19A3,DAE
chr1,113351922,113352329,ENSG00000116793,protein_coding,PHTF1,DAE
chr1,113634620,113635117,ENSG00000116793,protein_coding,PHTF1,DAE
chr1,113638264,113638575,ENSG00000116793,protein_coding,PHTF1,DAE
chr1,113666963,113667261,ENSG00000116793,protein_coding,PHTF1,DAE
chr1,115650877,115651485,ENSG00000198765,protein_coding,SYCP1,DAE
chr1,118438256,118439137,ENSG00000198162,protein_coding,MAN1A2,DAE
chr1,118955241,118955746,ENSG00000116882,protein_coding,HAO2,DAE
chr1,120156472,120156771,ENSG00000143067,protein_coding,ZNF697,DAE
chr1,120156472,120156771,ENSG00000092621,protein_coding,PHGDH,DAE
chr1,12244241,12244671,ENSG00000120949,protein_coding,TNFRSF8,DAE
chr1,12259300,12259575,ENSG00000120949,protein_coding,TNFRSF8,DAE
chr1,12183202,12183644,ENSG00000028137,protein_coding,TNFRSF1B,DAE
chr1,12356440,12357140,ENSG00000162496,protein_coding,DHRS3,DAE
chr1,12356440,12357140,ENSG00000272482,lincRNA,RP11-474O21.5,DAE
chr1,12356440,12357140,ENSG00000204518,protein_coding,AADACL4,DAE
chr1,12829675,12830525,ENSG00000204510,protein_coding,PRAMEF7,DAE
chr1,12829675,12830525,ENSG00000232423,protein_coding,PRAMEF6,DAE
chr1,12829675,12830525,ENSG00000204508,protein_coding,PRAMEF22,DAE
chr1,13831600,13832150,ENSG00000204478,protein_coding,PRAMEF20,DAE
chr1,14155350,14156050,ENSG00000204478,protein_coding,PRAMEF20,DAE
chr1,14224850,14225350,ENSG00000204478,protein_coding,PRAMEF20,DAE
chr1,14469175,14469350,ENSG00000189337,protein_coding,KAZN,DAE
chr1,14571662,14572325,ENSG00000189337,protein_coding,KAZN,DAE
chr1,14573040,14573654,ENSG00000189337,protein_coding,KAZN,DAE
chr1,15770950,15771575,ENSG00000142621,protein_coding,FHAD1,DAE
chr1,15785900,15786312,ENSG00000142621,protein_coding,FHAD1,DAE
chr1,15680694,15681023,ENSG00000142615,protein_coding,CELA2A,DAE
chr1,147775400,147776050,ENSG00000234283,lincRNA,RP11-495P10.6,DAE
chr1,150859464,150860082,ENSG00000159164,protein_coding,SV2A,DAE
chr1,150584000,150584459,ENSG00000118298,protein_coding,CA14,DAE
chr1,150919221,150920089,ENSG00000117362,protein_coding,APH1A,DAE
chr1,150926964,150927716,ENSG00000117362,protein_coding,APH1A,DAE
chr1,150919221,150920089,ENSG00000118292,protein_coding,C1orf54,DAE
chr1,150926964,150927716,ENSG00000118292,protein_coding,C1orf54,DAE
chr1,150919221,150920089,ENSG00000117360,protein_coding,PRPF3,DAE
chr1,150926964,150927716,ENSG00000117360,protein_coding,PRPF3,DAE
chr1,150919221,150920089,ENSG00000143382,protein_coding,ADAMTSL4,DAE
chr1,150919221,150920089,ENSG00000225996,protein_coding,AL356356.1,DAE
chr1,150919221,150920089,ENSG00000203804,protein_coding,ADAMTSL4-AS1,DAE
chr1,150584000,150584459,ENSG00000143384,protein_coding,MCL1,DAE
chr1,150584000,150584459,ENSG00000143412,protein_coding,ANXA9,DAE
chr1,150577042,150577503,ENSG00000197622,protein_coding,CDC42SE1,DAE
chr1,150584000,150584459,ENSG00000197622,protein_coding,CDC42SE1,DAE
chr1,150577042,150577503,ENSG00000213190,protein_coding,MLLT11,DAE
chr1,150584000,150584459,ENSG00000143458,protein_coding,GABPB2,DAE
chr1,151377495,151378495,ENSG00000143393,protein_coding,PI4KB,DAE
chr1,151664952,151665673,ENSG00000143416,protein_coding,SELENBP1,DAE
chr1,151665883,151666469,ENSG00000143416,protein_coding,SELENBP1,DAE
chr1,151664952,151665673,ENSG00000143442,protein_coding,POGZ,DAE
chr1,151665883,151666469,ENSG00000143442,protein_coding,POGZ,DAE
chr1,153658166,153658546,ENSG00000143624,protein_coding,INTS3,DAE
chr1,153853350,153853881,ENSG00000143614,protein_coding,GATAD2B,DAE
chr1,153854180,153854800,ENSG00000143614,protein_coding,GATAD2B,DAE
chr1,153617110,153617572,ENSG00000143545,protein_coding,RAB13,DAE
chr1,153617110,153617572,ENSG00000177954,protein_coding,RPS27,DAE
chr1,154850840,154851241,ENSG00000169291,protein_coding,SHE,DAE
chr1,154913920,154914238,ENSG00000169291,protein_coding,SHE,DAE
chr1,154850840,154851241,ENSG00000163239,protein_coding,TDRD10,DAE
chr1,154850840,154851241,ENSG00000160714,protein_coding,UBE2Q1,DAE
chr1,154913920,154914238,ENSG00000160714,protein_coding,UBE2Q1,DAE
chr1,154850840,154851241,ENSG00000160716,protein_coding,CHRNB2,DAE
chr1,154850840,154851241,ENSG00000160710,protein_coding,ADAR,DAE
chr1,154913920,154914238,ENSG00000160710,protein_coding,ADAR,DAE
chr1,154850840,154851241,ENSG00000268141,protein_coding,AL606500.1,DAE
chr1,154521501,154522000,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154529725,154529988,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154572325,154572660,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154657225,154657428,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154659799,154660139,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154660153,154660577,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154702900,154703075,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154521501,154522000,ENSG00000163344,protein_coding,PMVK,DAE
chr1,154529725,154529988,ENSG00000163344,protein_coding,PMVK,DAE
chr1,154521501,154522000,ENSG00000270361,lincRNA,RP11-307C12.13,DAE
chr1,154529725,154529988,ENSG00000270361,lincRNA,RP11-307C12.13,DAE
chr1,154521501,154522000,ENSG00000163346,protein_coding,PBXIP1,DAE
chr1,154529725,154529988,ENSG00000163346,protein_coding,PBXIP1,DAE
chr1,154521501,154522000,ENSG00000163348,protein_coding,PYGO2,DAE
chr1,154529725,154529988,ENSG00000163348,protein_coding,PYGO2,DAE
chr1,154521501,154522000,ENSG00000160691,protein_coding,SHC1,DAE
chr1,154529725,154529988,ENSG00000160691,protein_coding,SHC1,DAE
chr1,154442853,154442974,ENSG00000160688,protein_coding,FLAD1,DAE
chr1,154431446,154431910,ENSG00000160685,protein_coding,ZBTB7B,DAE
chr1,154442853,154442974,ENSG00000160685,protein_coding,ZBTB7B,DAE
chr1,154521501,154522000,ENSG00000160685,protein_coding,ZBTB7B,DAE
chr1,154529725,154529988,ENSG00000160685,protein_coding,ZBTB7B,DAE
chr1,154420449,154421293,ENSG00000163354,protein_coding,DCST2,DAE
chr1,154442853,154442974,ENSG00000163354,protein_coding,DCST2,DAE
chr1,154420449,154421293,ENSG00000163357,protein_coding,DCST1,DAE
chr1,154431446,154431910,ENSG00000143537,protein_coding,ADAM15,DAE
chr1,154442853,154442974,ENSG00000143537,protein_coding,ADAM15,DAE
chr1,154521501,154522000,ENSG00000143537,protein_coding,ADAM15,DAE
chr1,154529725,154529988,ENSG00000143537,protein_coding,ADAM15,DAE
chr1,154431446,154431910,ENSG00000243364,protein_coding,EFNA4,DAE
chr1,154442853,154442974,ENSG00000243364,protein_coding,EFNA4,DAE
chr1,154521501,154522000,ENSG00000243364,protein_coding,EFNA4,DAE
chr1,154529725,154529988,ENSG00000243364,protein_coding,EFNA4,DAE
chr1,154431446,154431910,ENSG00000251246,protein_coding,EFNA3,DAE
chr1,154442853,154442974,ENSG00000251246,protein_coding,EFNA3,DAE
chr1,154521501,154522000,ENSG00000251246,protein_coding,EFNA3,DAE
chr1,154529725,154529988,ENSG00000251246,protein_coding,EFNA3,DAE
chr1,154431446,154431910,ENSG00000143590,protein_coding,EFNA3,DAE
chr1,154442853,154442974,ENSG00000143590,protein_coding,EFNA3,DAE
chr1,154521501,154522000,ENSG00000143590,protein_coding,EFNA3,DAE
chr1,154529725,154529988,ENSG00000143590,protein_coding,EFNA3,DAE
chr1,155944857,155945145,ENSG00000185499,protein_coding,MUC1,DAE
chr1,155945450,155945553,ENSG00000185499,protein_coding,MUC1,DAE
chr1,155945743,155946196,ENSG00000185499,protein_coding,MUC1,DAE
chr1,155944857,155945145,ENSG00000169231,protein_coding,THBS3,DAE
chr1,155945450,155945553,ENSG00000169231,protein_coding,THBS3,DAE
chr1,155945743,155946196,ENSG00000169231,protein_coding,THBS3,DAE
chr1,155944857,155945145,ENSG00000173171,protein_coding,MTX1,DAE
chr1,155945450,155945553,ENSG00000173171,protein_coding,MTX1,DAE
chr1,155945743,155946196,ENSG00000173171,protein_coding,MTX1,DAE
chr1,155469875,155470146,ENSG00000177628,protein_coding,GBA,DAE
chr1,155477786,155478110,ENSG00000177628,protein_coding,GBA,DAE
chr1,155688500,155688683,ENSG00000177628,protein_coding,GBA,DAE
chr1,155688720,155689073,ENSG00000177628,protein_coding,GBA,DAE
chr1,155783356,155784329,ENSG00000177628,protein_coding,GBA,DAE
chr1,155867299,155868222,ENSG00000177628,protein_coding,GBA,DAE
chr1,155877219,155877587,ENSG00000177628,protein_coding,GBA,DAE
chr1,155944857,155945145,ENSG00000177628,protein_coding,GBA,DAE
chr1,155945450,155945553,ENSG00000177628,protein_coding,GBA,DAE
chr1,155945743,155946196,ENSG00000177628,protein_coding,GBA,DAE
chr1,155282902,155283627,ENSG00000160767,protein_coding,FAM189B,DAE
chr1,155621144,155621611,ENSG00000160767,protein_coding,FAM189B,DAE
chr1,155842015,155842625,ENSG00000160767,protein_coding,FAM189B,DAE
chr1,155282902,155283627,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,155522812,155523570,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,155621144,155621611,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,155665400,155666050,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,155783356,155784329,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,155842015,155842625,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,155522812,155523570,ENSG00000176444,protein_coding,CLK2,DAE
chr1,155665400,155666050,ENSG00000176444,protein_coding,CLK2,DAE
chr1,155688500,155688683,ENSG00000176444,protein_coding,CLK2,DAE
chr1,155688720,155689073,ENSG00000176444,protein_coding,CLK2,DAE
chr1,155783356,155784329,ENSG00000176444,protein_coding,CLK2,DAE
chr1,155688500,155688683,ENSG00000143630,protein_coding,HCN3,DAE
chr1,155688720,155689073,ENSG00000143630,protein_coding,HCN3,DAE
chr1,155688500,155688683,ENSG00000160753,protein_coding,RUSC1,DAE
chr1,155688720,155689073,ENSG00000160753,protein_coding,RUSC1,DAE
chr1,155842015,155842625,ENSG00000160753,protein_coding,RUSC1,DAE
chr1,155665400,155666050,ENSG00000116539,protein_coding,ASH1L,DAE
chr1,155688500,155688683,ENSG00000116539,protein_coding,ASH1L,DAE
chr1,155688720,155689073,ENSG00000116539,protein_coding,ASH1L,DAE
chr1,156002348,156002800,ENSG00000163374,protein_coding,YY1AP1,DAE
chr1,155299882,155300503,ENSG00000132676,protein_coding,DAP3,DAE
chr1,155522812,155523570,ENSG00000132676,protein_coding,DAP3,DAE
chr1,155665400,155666050,ENSG00000132676,protein_coding,DAP3,DAE
chr1,155688500,155688683,ENSG00000132676,protein_coding,DAP3,DAE
chr1,155688720,155689073,ENSG00000132676,protein_coding,DAP3,DAE
chr1,155944857,155945145,ENSG00000132676,protein_coding,DAP3,DAE
chr1,155945450,155945553,ENSG00000132676,protein_coding,DAP3,DAE
chr1,155945743,155946196,ENSG00000132676,protein_coding,DAP3,DAE
chr1,156328378,156328910,ENSG00000116580,protein_coding,GON4L,DAE
chr1,155842015,155842625,ENSG00000143622,protein_coding,RIT1,DAE
chr1,155944857,155945145,ENSG00000143622,protein_coding,RIT1,DAE
chr1,155945450,155945553,ENSG00000143622,protein_coding,RIT1,DAE
chr1,155945743,155946196,ENSG00000143622,protein_coding,RIT1,DAE
chr1,155842015,155842625,ENSG00000132680,protein_coding,KIAA0907,DAE
chr1,155944857,155945145,ENSG00000132680,protein_coding,KIAA0907,DAE
chr1,155945450,155945553,ENSG00000132680,protein_coding,KIAA0907,DAE
chr1,155945743,155946196,ENSG00000132680,protein_coding,KIAA0907,DAE
chr1,156002348,156002800,ENSG00000132680,protein_coding,KIAA0907,DAE
chr1,155842015,155842625,ENSG00000173080,protein_coding,RXFP4,DAE
chr1,155522812,155523570,ENSG00000116584,protein_coding,ARHGEF2,DAE
chr1,155688500,155688683,ENSG00000116584,protein_coding,ARHGEF2,DAE
chr1,155688720,155689073,ENSG00000116584,protein_coding,ARHGEF2,DAE
chr1,155842015,155842625,ENSG00000116584,protein_coding,ARHGEF2,DAE
chr1,156002348,156002800,ENSG00000160803,protein_coding,UBQLN4,DAE
chr1,156002348,156002800,ENSG00000116586,protein_coding,LAMTOR2,DAE
chr1,156002348,156002800,ENSG00000132698,protein_coding,RAB25,DAE
chr1,155665400,155666050,ENSG00000254726,protein_coding,MEX3A,DAE
chr1,155665400,155666050,ENSG00000160789,protein_coding,LMNA,DAE
chr1,156360275,156360669,ENSG00000125462,protein_coding,C1orf61,DAE
chr1,156360890,156361166,ENSG00000125462,protein_coding,C1orf61,DAE
chr1,156360275,156360669,ENSG00000236947,lincRNA,RP11-98G7.1,DAE
chr1,156360890,156361166,ENSG00000236947,lincRNA,RP11-98G7.1,DAE
chr1,156002348,156002800,ENSG00000116604,protein_coding,MEF2D,DAE
chr1,156618325,156618725,ENSG00000132688,protein_coding,NES,DAE
chr1,158083005,158083711,ENSG00000163518,protein_coding,FCRL4,DAE
chr1,157151275,157151850,ENSG00000183853,protein_coding,KIRREL,DAE
chr1,158083005,158083711,ENSG00000183853,protein_coding,KIRREL,DAE
chr1,158942825,158943325,ENSG00000176320,lincRNA,RP11-404O13.5,DAE
chr1,158834190,158834820,ENSG00000158481,protein_coding,CD1C,DAE
chr1,158834190,158834820,ENSG00000158488,protein_coding,CD1E,DAE
chr1,16030142,16030465,ENSG00000116138,protein_coding,DNAJC16,DAE
chr1,16030674,16030750,ENSG00000116138,protein_coding,DNAJC16,DAE
chr1,16038606,16039313,ENSG00000116138,protein_coding,DNAJC16,DAE
chr1,16382575,16382775,ENSG00000116138,protein_coding,DNAJC16,DAE
chr1,15959935,15960887,ENSG00000271742,lincRNA,RP4-680D5.9,DAE
chr1,15959935,15960887,ENSG00000116786,protein_coding,PLEKHM2,DAE
chr1,16160395,16160700,ENSG00000065526,protein_coding,SPEN,DAE
chr1,16212759,16213091,ENSG00000065526,protein_coding,SPEN,DAE
chr1,17123160,17123420,ENSG00000065526,protein_coding,SPEN,DAE
chr1,16160395,16160700,ENSG00000116809,protein_coding,ZBTB17,DAE
chr1,16212759,16213091,ENSG00000116809,protein_coding,ZBTB17,DAE
chr1,16751800,16752325,ENSG00000116809,protein_coding,ZBTB17,DAE
chr1,16700712,16701075,ENSG00000183888,protein_coding,C1orf64,DAE
chr1,16985070,16985700,ENSG00000183888,protein_coding,C1orf64,DAE
chr1,16700712,16701075,ENSG00000173641,protein_coding,HSPB7,DAE
chr1,16985070,16985700,ENSG00000173641,protein_coding,HSPB7,DAE
chr1,16382575,16382775,ENSG00000186510,protein_coding,CLCNKA,DAE
chr1,16700712,16701075,ENSG00000186510,protein_coding,CLCNKA,DAE
chr1,16985070,16985700,ENSG00000186510,protein_coding,CLCNKA,DAE
chr1,16382575,16382775,ENSG00000184908,protein_coding,CLCNKB,DAE
chr1,16030142,16030465,ENSG00000185519,protein_coding,FAM131C,DAE
chr1,16030674,16030750,ENSG00000185519,protein_coding,FAM131C,DAE
chr1,16038606,16039313,ENSG00000185519,protein_coding,FAM131C,DAE
chr1,16502195,16502720,ENSG00000185519,protein_coding,FAM131C,DAE
chr1,16502195,16502720,ENSG00000142627,protein_coding,EPHA2,DAE
chr1,16393624,16394087,ENSG00000204377,protein_coding,C1orf134,DAE
chr1,16382575,16382775,ENSG00000132881,protein_coding,RSG1,DAE
chr1,16393624,16394087,ENSG00000132881,protein_coding,RSG1,DAE
chr1,16700712,16701075,ENSG00000132881,protein_coding,RSG1,DAE
chr1,16382575,16382775,ENSG00000037637,protein_coding,FBXO42,DAE
chr1,16626657,16627384,ENSG00000037637,protein_coding,FBXO42,DAE
chr1,16985070,16985700,ENSG00000037637,protein_coding,FBXO42,DAE
chr1,16339290,16340042,ENSG00000055070,protein_coding,SZRD1,DAE
chr1,16393624,16394087,ENSG00000055070,protein_coding,SZRD1,DAE
chr1,16626657,16627384,ENSG00000055070,protein_coding,SZRD1,DAE
chr1,16985070,16985700,ENSG00000055070,protein_coding,SZRD1,DAE
chr1,16700712,16701075,ENSG00000157191,protein_coding,NECAP2,DAE
chr1,16700712,16701075,ENSG00000226029,lincRNA,RP4-798A10.2,DAE
chr1,16382575,16382775,ENSG00000261135,lincRNA,RP4-798A10.7,DAE
chr1,16985070,16985700,ENSG00000261135,lincRNA,RP4-798A10.7,DAE
chr1,17209050,17209800,ENSG00000233421,lincRNA,U1,DAE
chr1,17209050,17209800,ENSG00000268674,protein_coding,FAM231B,DAE
chr1,16023375,16024050,ENSG00000219481,protein_coding,NBPF1,DAE
chr1,16030142,16030465,ENSG00000219481,protein_coding,NBPF1,DAE
chr1,16030674,16030750,ENSG00000219481,protein_coding,NBPF1,DAE
chr1,16038606,16039313,ENSG00000219481,protein_coding,NBPF1,DAE
chr1,17123160,17123420,ENSG00000219481,protein_coding,NBPF1,DAE
chr1,16985070,16985700,ENSG00000215908,lincRNA,CROCCP2,DAE
chr1,16339290,16340042,ENSG00000237847,protein_coding,FAM231A,DAE
chr1,16726889,16727669,ENSG00000237847,protein_coding,FAM231A,DAE
chr1,17209050,17209800,ENSG00000237847,protein_coding,FAM231A,DAE
chr1,17123160,17123420,ENSG00000268991,protein_coding,FAM231C,DAE
chr1,16700712,16701075,ENSG00000058453,protein_coding,CROCC,DAE
chr1,16919100,16919672,ENSG00000058453,protein_coding,CROCC,DAE
chr1,17123160,17123420,ENSG00000058453,protein_coding,CROCC,DAE
chr1,16393624,16394087,ENSG00000223643,lincRNA,RP11-108M9.1,DAE
chr1,16726889,16727669,ENSG00000223643,lincRNA,RP11-108M9.1,DAE
chr1,16393624,16394087,ENSG00000230239,lincRNA,RP11-108M9.2,DAE
chr1,16726889,16727669,ENSG00000230239,lincRNA,RP11-108M9.2,DAE
chr1,160086990,160087220,ENSG00000143318,protein_coding,CASQ1,DAE
chr1,160087380,160088090,ENSG00000143318,protein_coding,CASQ1,DAE
chr1,160079225,160079546,ENSG00000162734,protein_coding,PEA15,DAE
chr1,160086990,160087220,ENSG00000162734,protein_coding,PEA15,DAE
chr1,160087380,160088090,ENSG00000162734,protein_coding,PEA15,DAE
chr1,160079225,160079546,ENSG00000132716,protein_coding,DCAF8,DAE
chr1,160086990,160087220,ENSG00000132716,protein_coding,DCAF8,DAE
chr1,160087380,160088090,ENSG00000132716,protein_coding,DCAF8,DAE
chr1,160079225,160079546,ENSG00000258465,protein_coding,DCAF8,DAE
chr1,160079225,160079546,ENSG00000162735,protein_coding,PEX19,DAE
chr1,160079225,160079546,ENSG00000122218,protein_coding,COPA,DAE
chr1,160079225,160079546,ENSG00000171786,protein_coding,NHLH1,DAE
chr1,161359666,161360218,ENSG00000158859,protein_coding,ADAMTS4,DAE
chr1,161359666,161360218,ENSG00000158864,protein_coding,NDUFS2,DAE
chr1,161359666,161360218,ENSG00000158869,protein_coding,FCER1G,DAE
chr1,161359666,161360218,ENSG00000268387,protein_coding,AL590714.1,DAE
chr1,161582449,161582690,ENSG00000173110,protein_coding,HSPA6,DAE
chr1,161696780,161697030,ENSG00000173110,protein_coding,HSPA6,DAE
chr1,161582449,161582690,ENSG00000072694,protein_coding,FCGR2B,DAE
chr1,161696780,161697030,ENSG00000072694,protein_coding,FCGR2B,DAE
chr1,161500668,161500833,ENSG00000162746,protein_coding,FCRLB,DAE
chr1,161500941,161501110,ENSG00000162746,protein_coding,FCRLB,DAE
chr1,161501115,161501170,ENSG00000162746,protein_coding,FCRLB,DAE
chr1,161582449,161582690,ENSG00000162746,protein_coding,FCRLB,DAE
