chr,start,end,GeneID,gene.type,GeneName,variability
chr1,109945914,109946202,ENSG00000134222,protein_coding,PSRC1,Non.DAE
chr1,109948470,109948658,ENSG00000134222,protein_coding,PSRC1,Non.DAE
chr1,109949885,109950179,ENSG00000134222,protein_coding,PSRC1,Non.DAE
chr1,110520850,110521825,ENSG00000198758,protein_coding,EPS8L3,Non.DAE
chr1,110502600,110503100,ENSG00000228420,lincRNA,RP4-735C1.6,Non.DAE
chr1,110505537,110505981,ENSG00000228420,lincRNA,RP4-735C1.6,Non.DAE
chr1,110855206,110855350,ENSG00000197106,protein_coding,SLC6A17,Non.DAE
chr1,110996475,110997069,ENSG00000197106,protein_coding,SLC6A17,Non.DAE
chr1,111013800,111014300,ENSG00000197106,protein_coding,SLC6A17,Non.DAE
chr1,110855206,110855350,ENSG00000116396,protein_coding,KCNC4,Non.DAE
chr1,110876090,110876940,ENSG00000116396,protein_coding,KCNC4,Non.DAE
chr1,110996475,110997069,ENSG00000116396,protein_coding,KCNC4,Non.DAE
chr1,111007950,111008151,ENSG00000116396,protein_coding,KCNC4,Non.DAE
chr1,111008197,111008449,ENSG00000116396,protein_coding,KCNC4,Non.DAE
chr1,110996475,110997069,ENSG00000134248,protein_coding,LAMTOR5,Non.DAE
chr1,111007950,111008151,ENSG00000134248,protein_coding,LAMTOR5,Non.DAE
chr1,111008197,111008449,ENSG00000134248,protein_coding,LAMTOR5,Non.DAE
chr1,110764775,110765225,ENSG00000143125,protein_coding,PROK1,Non.DAE
chr1,110764775,110765225,ENSG00000235407,lincRNA,RP11-470L19.2,Non.DAE
chr1,111302925,111303475,ENSG00000143105,protein_coding,KCNA10,Non.DAE
chr1,111305392,111305566,ENSG00000143105,protein_coding,KCNA10,Non.DAE
chr1,111302925,111303475,ENSG00000259834,lincRNA,RP11-284N8.3,Non.DAE
chr1,111305392,111305566,ENSG00000259834,lincRNA,RP11-284N8.3,Non.DAE
chr1,111302925,111303475,ENSG00000177272,protein_coding,KCNA3,Non.DAE
chr1,111305392,111305566,ENSG00000177272,protein_coding,KCNA3,Non.DAE
chr1,111949264,111949445,ENSG00000064886,protein_coding,CHI3L2,Non.DAE
chr1,114201890,114202575,ENSG00000155380,protein_coding,SLC16A1,Non.DAE
chr1,114205910,114206690,ENSG00000155380,protein_coding,SLC16A1,Non.DAE
chr1,114049306,114049714,ENSG00000236066,lincRNA,RP11-389O22.1,Non.DAE
chr1,114201890,114202575,ENSG00000198799,protein_coding,LRIG2,Non.DAE
chr1,114205910,114206690,ENSG00000198799,protein_coding,LRIG2,Non.DAE
chr1,114287185,114287794,ENSG00000198799,protein_coding,LRIG2,Non.DAE
chr1,114288077,114288269,ENSG00000198799,protein_coding,LRIG2,Non.DAE
chr1,117027759,117028006,ENSG00000173212,protein_coding,MAB21L3,Non.DAE
chr1,116681591,116681975,ENSG00000233154,lincRNA,RP4-655J12.4,Non.DAE
chr1,116681591,116681975,ENSG00000224950,lincRNA,RP5-1086K13.1,Non.DAE
chr1,117580380,117580860,ENSG00000116815,protein_coding,CD58,Non.DAE
chr1,117583400,117583475,ENSG00000116815,protein_coding,CD58,Non.DAE
chr1,117594064,117594400,ENSG00000116815,protein_coding,CD58,Non.DAE
chr1,117597703,117597950,ENSG00000116815,protein_coding,CD58,Non.DAE
chr1,117532970,117533775,ENSG00000143061,protein_coding,IGSF3,Non.DAE
chr1,117539198,117539370,ENSG00000143061,protein_coding,IGSF3,Non.DAE
chr1,117559925,117560259,ENSG00000143061,protein_coding,IGSF3,Non.DAE
chr1,117564610,117564779,ENSG00000143061,protein_coding,IGSF3,Non.DAE
chr1,117565200,117565530,ENSG00000143061,protein_coding,IGSF3,Non.DAE
chr1,117580380,117580860,ENSG00000143061,protein_coding,IGSF3,Non.DAE
chr1,117583400,117583475,ENSG00000143061,protein_coding,IGSF3,Non.DAE
chr1,117594064,117594400,ENSG00000143061,protein_coding,IGSF3,Non.DAE
chr1,117597703,117597950,ENSG00000143061,protein_coding,IGSF3,Non.DAE
chr1,117540101,117540658,ENSG00000134247,protein_coding,PTGFRN,Non.DAE
chr1,117545947,117546165,ENSG00000134247,protein_coding,PTGFRN,Non.DAE
chr1,117129275,117130075,ENSG00000134256,protein_coding,CD101,Non.DAE
chr1,117133520,117133775,ENSG00000134256,protein_coding,CD101,Non.DAE
chr1,117253875,117254460,ENSG00000134256,protein_coding,CD101,Non.DAE
chr1,118087233,118087707,ENSG00000196505,protein_coding,GDAP2,Non.DAE
chr1,119686003,119686580,ENSG00000155761,protein_coding,SPAG17,Non.DAE
chr1,119692455,119693078,ENSG00000155761,protein_coding,SPAG17,Non.DAE
chr1,118865115,118865364,ENSG00000092607,protein_coding,TBX15,Non.DAE
chr1,118686225,118687075,ENSG00000226172,lincRNA,RP4-712E4.1,Non.DAE
chr1,118686225,118687075,ENSG00000239216,lincRNA,RP4-712E4.2,Non.DAE
chr1,118686225,118687075,ENSG00000116874,protein_coding,WARS2,Non.DAE
chr1,120659810,120660580,ENSG00000116874,protein_coding,WARS2,Non.DAE
chr1,120659810,120660580,ENSG00000134193,protein_coding,REG4,Non.DAE
chr1,120659810,120660580,ENSG00000134249,protein_coding,ADAM30,Non.DAE
chr1,120489890,120490744,ENSG00000134250,protein_coding,NOTCH2,Non.DAE
chr1,120489890,120490744,ENSG00000273406,lincRNA,RP11-114O18.1,Non.DAE
chr1,121315640,121316470,ENSG00000228826,lincRNA,RP11-344P13.4,Non.DAE
chr1,121428480,121428920,ENSG00000228826,lincRNA,RP11-344P13.4,Non.DAE
chr1,121160200,121160725,ENSG00000272583,lincRNA,RP11-344P13.6,Non.DAE
chr1,12190448,12190906,ENSG00000048707,protein_coding,VPS13D,Non.DAE
chr1,12192199,12192825,ENSG00000048707,protein_coding,VPS13D,Non.DAE
chr1,12195667,12196000,ENSG00000048707,protein_coding,VPS13D,Non.DAE
chr1,12686874,12687250,ENSG00000048707,protein_coding,VPS13D,Non.DAE
chr1,12689325,12689950,ENSG00000048707,protein_coding,VPS13D,Non.DAE
chr1,12690000,12690175,ENSG00000048707,protein_coding,VPS13D,Non.DAE
chr1,12696776,12697218,ENSG00000048707,protein_coding,VPS13D,Non.DAE
chr1,12718880,12719175,ENSG00000048707,protein_coding,VPS13D,Non.DAE
chr1,14287125,14287380,ENSG00000237445,lincRNA,CTA-520D8.2,Non.DAE
chr1,14019872,14020175,ENSG00000116731,protein_coding,PRDM2,Non.DAE
chr1,14034386,14035258,ENSG00000116731,protein_coding,PRDM2,Non.DAE
chr1,14035292,14035504,ENSG00000116731,protein_coding,PRDM2,Non.DAE
chr1,14486699,14487021,ENSG00000171729,protein_coding,TMEM51,Non.DAE
chr1,15599030,15599125,ENSG00000171729,protein_coding,TMEM51,Non.DAE
chr1,15640039,15640349,ENSG00000228140,lincRNA,RP3-467K16.4,Non.DAE
chr1,15676400,15676925,ENSG00000228140,lincRNA,RP3-467K16.4,Non.DAE
chr1,15678960,15679360,ENSG00000228140,lincRNA,RP3-467K16.4,Non.DAE
chr1,15640039,15640349,ENSG00000142634,protein_coding,EFHD2,Non.DAE
chr1,15676400,15676925,ENSG00000142634,protein_coding,EFHD2,Non.DAE
chr1,15678960,15679360,ENSG00000142634,protein_coding,EFHD2,Non.DAE
chr1,15449285,15450010,ENSG00000162438,protein_coding,CTRC,Non.DAE
chr1,15640039,15640349,ENSG00000162438,protein_coding,CTRC,Non.DAE
chr1,15839826,15840148,ENSG00000215704,protein_coding,CELA2B,Non.DAE
chr1,144008198,144008757,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,144589694,144590060,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,144707750,144708475,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,144890250,144890590,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,144892220,144892500,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,144707750,144708475,ENSG00000268172,protein_coding,AL590452.1,Non.DAE
chr1,145455312,145455708,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145459497,145459806,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145459925,145460422,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145491635,145491940,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145492187,145492448,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145498619,145498910,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145498974,145499191,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145389900,145390525,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145395600,145396344,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145396683,145396914,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145396924,145397898,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145397900,145397950,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145455312,145455708,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145459497,145459806,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145459925,145460422,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145491635,145491940,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145492187,145492448,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145498619,145498910,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145498974,145499191,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145455312,145455708,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145459497,145459806,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145459925,145460422,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145491635,145491940,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145492187,145492448,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145498619,145498910,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145498974,145499191,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145433530,145433648,ENSG00000168509,protein_coding,HFE2,Non.DAE
chr1,145459925,145460422,ENSG00000168509,protein_coding,HFE2,Non.DAE
chr1,145460469,145460729,ENSG00000168509,protein_coding,HFE2,Non.DAE
chr1,145527400,145527616,ENSG00000168509,protein_coding,HFE2,Non.DAE
chr1,145535686,145536025,ENSG00000168509,protein_coding,HFE2,Non.DAE
chr1,145536825,145537350,ENSG00000168509,protein_coding,HFE2,Non.DAE
chr1,145544973,145545346,ENSG00000168509,protein_coding,HFE2,Non.DAE
chr1,145415425,145416025,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145417550,145418400,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145455312,145455708,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145459497,145459806,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145459925,145460422,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145511475,145511789,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145512180,145512828,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145513257,145513979,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145527400,145527616,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145535686,145536025,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145536825,145537350,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145544973,145545346,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145563100,145563608,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145593599,145593987,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145594154,145594452,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145427509,145427794,ENSG00000121851,protein_coding,POLR3GL,Non.DAE
chr1,145433530,145433648,ENSG00000121851,protein_coding,POLR3GL,Non.DAE
chr1,145415425,145416025,ENSG00000181039,protein_coding,ANKRD34A,Non.DAE
chr1,145417550,145418400,ENSG00000181039,protein_coding,ANKRD34A,Non.DAE
chr1,145427509,145427794,ENSG00000181039,protein_coding,ANKRD34A,Non.DAE
chr1,145433530,145433648,ENSG00000181039,protein_coding,ANKRD34A,Non.DAE
chr1,145427509,145427794,ENSG00000152022,protein_coding,LIX1L,Non.DAE
chr1,145433530,145433648,ENSG00000152022,protein_coding,LIX1L,Non.DAE
chr1,145415425,145416025,ENSG00000131779,protein_coding,PEX11B,Non.DAE
chr1,145417550,145418400,ENSG00000131779,protein_coding,PEX11B,Non.DAE
chr1,145427509,145427794,ENSG00000131779,protein_coding,PEX11B,Non.DAE
chr1,145433530,145433648,ENSG00000131779,protein_coding,PEX11B,Non.DAE
chr1,145563100,145563608,ENSG00000131779,protein_coding,PEX11B,Non.DAE
chr1,145415425,145416025,ENSG00000143127,protein_coding,ITGA10,Non.DAE
chr1,145417550,145418400,ENSG00000143127,protein_coding,ITGA10,Non.DAE
chr1,145427509,145427794,ENSG00000143127,protein_coding,ITGA10,Non.DAE
chr1,145433530,145433648,ENSG00000143127,protein_coding,ITGA10,Non.DAE
chr1,145563100,145563608,ENSG00000143127,protein_coding,ITGA10,Non.DAE
chr1,145415425,145416025,ENSG00000198483,protein_coding,ANKRD35,Non.DAE
chr1,145417550,145418400,ENSG00000198483,protein_coding,ANKRD35,Non.DAE
chr1,145427509,145427794,ENSG00000198483,protein_coding,ANKRD35,Non.DAE
chr1,145433530,145433648,ENSG00000198483,protein_coding,ANKRD35,Non.DAE
chr1,145415425,145416025,ENSG00000131788,protein_coding,PIAS3,Non.DAE
chr1,145417550,145418400,ENSG00000131788,protein_coding,PIAS3,Non.DAE
chr1,145427509,145427794,ENSG00000131788,protein_coding,PIAS3,Non.DAE
chr1,145433530,145433648,ENSG00000131788,protein_coding,PIAS3,Non.DAE
chr1,145427509,145427794,ENSG00000186364,protein_coding,NUDT17,Non.DAE
chr1,145433530,145433648,ENSG00000186364,protein_coding,NUDT17,Non.DAE
chr1,145433530,145433648,ENSG00000186141,protein_coding,POLR3C,Non.DAE
chr1,145563100,145563608,ENSG00000186141,protein_coding,POLR3C,Non.DAE
chr1,145740725,145741225,ENSG00000117281,protein_coding,CD160,Non.DAE
chr1,145664902,145665275,ENSG00000174827,protein_coding,PDZK1,Non.DAE
chr1,145683225,145683570,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145713100,145714100,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145718400,145718800,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145740725,145741225,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145648773,145649506,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145664902,145665275,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,146512854,146513020,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,146745420,146745656,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,146746395,146746804,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,146746860,146747269,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,146747956,146748270,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,146763720,146764100,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147080043,147080251,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147080884,147081392,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147087508,147087714,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147089559,147090257,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147092293,147092604,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147097266,147097975,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147097983,147098249,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147098363,147098995,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147283150,147283975,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147325443,147325946,ENSG00000234225,lincRNA,RP4-704D21.2,Non.DAE
chr1,147326906,147327075,ENSG00000234225,lincRNA,RP4-704D21.2,Non.DAE
chr1,146337970,146338740,ENSG00000131791,protein_coding,PRKAB2,Non.DAE
chr1,146739407,146739900,ENSG00000131781,protein_coding,FMO5,Non.DAE
chr1,147363000,147364000,ENSG00000131781,protein_coding,FMO5,Non.DAE
chr1,147369050,147369551,ENSG00000131781,protein_coding,FMO5,Non.DAE
chr1,146739407,146739900,ENSG00000131778,protein_coding,CHD1L,Non.DAE
chr1,147363000,147364000,ENSG00000131778,protein_coding,CHD1L,Non.DAE
chr1,147369050,147369551,ENSG00000131778,protein_coding,CHD1L,Non.DAE
chr1,147363000,147364000,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147369050,147369551,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147363000,147364000,ENSG00000116128,protein_coding,BCL9,Non.DAE
chr1,147369050,147369551,ENSG00000116128,protein_coding,BCL9,Non.DAE
chr1,147532300,147533025,ENSG00000116128,protein_coding,BCL9,Non.DAE
chr1,146739407,146739900,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146745420,146745656,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146746395,146746804,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146746860,146747269,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146747956,146748270,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146753771,146754236,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146745420,146745656,ENSG00000188092,protein_coding,GPR89B,Non.DAE
chr1,146746395,146746804,ENSG00000188092,protein_coding,GPR89B,Non.DAE
chr1,146746860,146747269,ENSG00000188092,protein_coding,GPR89B,Non.DAE
chr1,146747956,146748270,ENSG00000188092,protein_coding,GPR89B,Non.DAE
chr1,147309275,147310025,ENSG00000188092,protein_coding,GPR89B,Non.DAE
chr1,147325443,147325946,ENSG00000188092,protein_coding,GPR89B,Non.DAE
chr1,147326906,147327075,ENSG00000188092,protein_coding,GPR89B,Non.DAE
chr1,149680138,149680360,ENSG00000226067,lincRNA,LINC00869,Non.DAE
chr1,149684140,149684359,ENSG00000226067,lincRNA,LINC00869,Non.DAE
chr1,149680138,149680360,ENSG00000235999,lincRNA,RP11-403I13.8,Non.DAE
chr1,149684140,149684359,ENSG00000235999,lincRNA,RP11-403I13.8,Non.DAE
chr1,149294275,149294899,ENSG00000234232,lincRNA,RP11-353N4.5,Non.DAE
chr1,149298551,149298853,ENSG00000234232,lincRNA,RP11-353N4.5,Non.DAE
chr1,149332725,149333575,ENSG00000234232,lincRNA,RP11-353N4.5,Non.DAE
chr1,149884150,149884319,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,149887525,149888233,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,149993300,149993718,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,149997809,149998071,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150019512,150019719,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150082620,150082806,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150101014,150101364,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150106101,150106308,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150107490,150108000,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150149965,150150238,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150154295,150154449,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150185878,150186128,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150271541,150271943,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150274774,150275285,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150277443,150277804,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150278232,150278951,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150418669,150418887,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,149877781,149878040,ENSG00000203814,protein_coding,HIST2H2BF,Non.DAE
chr1,149878102,149878421,ENSG00000203814,protein_coding,HIST2H2BF,Non.DAE
chr1,150019512,150019719,ENSG00000203814,protein_coding,HIST2H2BF,Non.DAE
chr1,150699871,150700227,ENSG00000203814,protein_coding,HIST2H2BF,Non.DAE
chr1,149877781,149878040,ENSG00000183598,protein_coding,HIST2H3D,Non.DAE
chr1,149878102,149878421,ENSG00000183598,protein_coding,HIST2H3D,Non.DAE
chr1,150019512,150019719,ENSG00000183598,protein_coding,HIST2H3D,Non.DAE
chr1,150699871,150700227,ENSG00000183598,protein_coding,HIST2H3D,Non.DAE
chr1,149862200,149862775,ENSG00000203811,protein_coding,HIST2H3C,Non.DAE
chr1,149862200,149862775,ENSG00000183558,protein_coding,HIST2H2AA3,Non.DAE
chr1,149862200,149862775,ENSG00000272993,lincRNA,RP11-196G18.24,Non.DAE
chr1,149862200,149862775,ENSG00000203812,protein_coding,HIST2H2AA4,Non.DAE
chr1,149862200,149862775,ENSG00000203852,protein_coding,HIST2H3A,Non.DAE
chr1,149993300,149993718,ENSG00000182217,protein_coding,HIST2H4B,Non.DAE
chr1,149997809,149998071,ENSG00000182217,protein_coding,HIST2H4B,Non.DAE
chr1,150838872,150839101,ENSG00000182217,protein_coding,HIST2H4B,Non.DAE
chr1,149884150,149884319,ENSG00000184678,protein_coding,HIST2H2BE,Non.DAE
chr1,149887525,149888233,ENSG00000184678,protein_coding,HIST2H2BE,Non.DAE
chr1,150149965,150150238,ENSG00000184678,protein_coding,HIST2H2BE,Non.DAE
chr1,150185878,150186128,ENSG00000184678,protein_coding,HIST2H2BE,Non.DAE
chr1,150185878,150186128,ENSG00000184260,protein_coding,HIST2H2AC,Non.DAE
chr1,149884150,149884319,ENSG00000184270,protein_coding,HIST2H2AB,Non.DAE
chr1,149887525,149888233,ENSG00000184270,protein_coding,HIST2H2AB,Non.DAE
chr1,150149965,150150238,ENSG00000184270,protein_coding,HIST2H2AB,Non.DAE
chr1,150185878,150186128,ENSG00000184270,protein_coding,HIST2H2AB,Non.DAE
chr1,149884150,149884319,ENSG00000178096,protein_coding,BOLA1,Non.DAE
chr1,149887525,149888233,ENSG00000178096,protein_coding,BOLA1,Non.DAE
chr1,150149965,150150238,ENSG00000178096,protein_coding,BOLA1,Non.DAE
chr1,150185878,150186128,ENSG00000178096,protein_coding,BOLA1,Non.DAE
chr1,150149965,150150238,ENSG00000143368,protein_coding,SF3B4,Non.DAE
chr1,150185878,150186128,ENSG00000143368,protein_coding,SF3B4,Non.DAE
chr1,150149965,150150238,ENSG00000014914,protein_coding,MTMR11,Non.DAE
chr1,150185878,150186128,ENSG00000014914,protein_coding,MTMR11,Non.DAE
chr1,150019512,150019719,ENSG00000163113,protein_coding,OTUD7B,Non.DAE
chr1,150101014,150101364,ENSG00000163113,protein_coding,OTUD7B,Non.DAE
chr1,150106101,150106308,ENSG00000163113,protein_coding,OTUD7B,Non.DAE
chr1,150107490,150108000,ENSG00000163113,protein_coding,OTUD7B,Non.DAE
chr1,150149965,150150238,ENSG00000163113,protein_coding,OTUD7B,Non.DAE
chr1,150154295,150154449,ENSG00000163113,protein_coding,OTUD7B,Non.DAE
chr1,149921680,149921990,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,149933965,149934350,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,149934411,149934488,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,149934640,149935062,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,149938941,149939915,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150114431,150114750,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150115829,150116330,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150116800,150117300,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150149965,150150238,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150154295,150154449,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150185878,150186128,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150194107,150194419,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150983656,150984194,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150984624,150984824,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150985561,150986345,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,150989786,150990197,ENSG00000136631,protein_coding,VPS45,Non.DAE
chr1,149933965,149934350,ENSG00000023902,protein_coding,PLEKHO1,Non.DAE
