chr,start,end,GeneID,gene.type,GeneName,variability
chr1,14255900,14256075,ENSG00000204478,protein_coding,PRAMEF20,DAE
chr1,14431409,14431969,ENSG00000189337,protein_coding,KAZN,DAE
chr1,15532973,15533690,ENSG00000171729,protein_coding,TMEM51,DAE
chr1,15680694,15681023,ENSG00000142621,protein_coding,FHAD1,DAE
chr1,15770950,15771575,ENSG00000142621,protein_coding,FHAD1,DAE
chr1,15785900,15786312,ENSG00000142621,protein_coding,FHAD1,DAE
chr1,147775400,147776050,ENSG00000162836,protein_coding,ACP6,DAE
chr1,147775400,147776050,ENSG00000143140,protein_coding,GJA5,DAE
chr1,147775400,147776050,ENSG00000234190,lincRNA,RP11-433J22.3,DAE
chr1,147775400,147776050,ENSG00000234283,lincRNA,RP11-495P10.6,DAE
chr1,147775400,147776050,ENSG00000224481,lincRNA,RP11-495P10.3,DAE
chr1,147775400,147776050,ENSG00000272824,lincRNA,RP6-74O6.6,DAE
chr1,150577042,150577503,ENSG00000203814,protein_coding,HIST2H2BF,DAE
chr1,150577042,150577503,ENSG00000183598,protein_coding,HIST2H3D,DAE
chr1,150584000,150584459,ENSG00000136631,protein_coding,VPS45,DAE
chr1,150584000,150584459,ENSG00000187145,protein_coding,MRPS21,DAE
chr1,150584000,150584459,ENSG00000117360,protein_coding,PRPF3,DAE
chr1,150584000,150584459,ENSG00000163131,protein_coding,CTSS,DAE
chr1,151656538,151657069,ENSG00000163131,protein_coding,CTSS,DAE
chr1,150584000,150584459,ENSG00000143437,protein_coding,ARNT,DAE
chr1,150919221,150920089,ENSG00000143390,protein_coding,RFX5,DAE
chr1,151656538,151657069,ENSG00000143442,protein_coding,POGZ,DAE
chr1,151907752,151908169,ENSG00000197747,protein_coding,S100A10,DAE
chr1,151913739,151914170,ENSG00000187173,protein_coding,LCE2A,DAE
chr1,151945188,151945882,ENSG00000187173,protein_coding,LCE2A,DAE
chr1,153095325,153095900,ENSG00000187173,protein_coding,LCE2A,DAE
chr1,153193241,153193652,ENSG00000197084,protein_coding,LCE1C,DAE
chr1,153193241,153193652,ENSG00000196734,protein_coding,LCE1B,DAE
chr1,153193241,153193652,ENSG00000163207,protein_coding,IVL,DAE
chr1,153658166,153658546,ENSG00000143570,protein_coding,SLC39A1,DAE
chr1,153658166,153658546,ENSG00000143578,protein_coding,CREB3L4,DAE
chr1,153658166,153658546,ENSG00000143543,protein_coding,JTB,DAE
chr1,153658166,153658546,ENSG00000272654,lincRNA,RP11-422P24.11,DAE
chr1,154370293,154370631,ENSG00000143595,protein_coding,AQP10,DAE
chr1,154370293,154370631,ENSG00000143515,protein_coding,ATP8B2,DAE
chr1,154431446,154431910,ENSG00000160712,protein_coding,IL6R,DAE
chr1,154850840,154851241,ENSG00000169291,protein_coding,SHE,DAE
chr1,155043427,155043755,ENSG00000169291,protein_coding,SHE,DAE
chr1,155044208,155044450,ENSG00000169291,protein_coding,SHE,DAE
chr1,154850840,154851241,ENSG00000163239,protein_coding,TDRD10,DAE
chr1,155043427,155043755,ENSG00000163239,protein_coding,TDRD10,DAE
chr1,155044208,155044450,ENSG00000163239,protein_coding,TDRD10,DAE
chr1,154850840,154851241,ENSG00000160714,protein_coding,UBE2Q1,DAE
chr1,155043427,155043755,ENSG00000160714,protein_coding,UBE2Q1,DAE
chr1,155044208,155044450,ENSG00000160714,protein_coding,UBE2Q1,DAE
chr1,154850840,154851241,ENSG00000160716,protein_coding,CHRNB2,DAE
chr1,155043427,155043755,ENSG00000160716,protein_coding,CHRNB2,DAE
chr1,155044208,155044450,ENSG00000160716,protein_coding,CHRNB2,DAE
chr1,154850840,154851241,ENSG00000160710,protein_coding,ADAR,DAE
chr1,154913920,154914238,ENSG00000160710,protein_coding,ADAR,DAE
chr1,154850840,154851241,ENSG00000268141,protein_coding,AL606500.1,DAE
chr1,154913920,154914238,ENSG00000268141,protein_coding,AL606500.1,DAE
chr1,154565719,154566232,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154572325,154572660,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154657225,154657428,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154659799,154660139,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154660153,154660577,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154702900,154703075,ENSG00000143603,protein_coding,KCNN3,DAE
chr1,154565719,154566232,ENSG00000163344,protein_coding,PMVK,DAE
chr1,154565719,154566232,ENSG00000270361,lincRNA,RP11-307C12.13,DAE
chr1,154521501,154522000,ENSG00000163346,protein_coding,PBXIP1,DAE
chr1,154529725,154529988,ENSG00000163346,protein_coding,PBXIP1,DAE
chr1,154565719,154566232,ENSG00000163346,protein_coding,PBXIP1,DAE
chr1,154521501,154522000,ENSG00000163348,protein_coding,PYGO2,DAE
chr1,154529725,154529988,ENSG00000163348,protein_coding,PYGO2,DAE
chr1,154521501,154522000,ENSG00000160691,protein_coding,SHC1,DAE
chr1,154529725,154529988,ENSG00000160691,protein_coding,SHC1,DAE
chr1,155043427,155043755,ENSG00000160691,protein_coding,SHC1,DAE
chr1,155044208,155044450,ENSG00000160691,protein_coding,SHC1,DAE
chr1,154521501,154522000,ENSG00000173207,protein_coding,CKS1B,DAE
chr1,154529725,154529988,ENSG00000173207,protein_coding,CKS1B,DAE
chr1,155043427,155043755,ENSG00000173207,protein_coding,CKS1B,DAE
chr1,155044208,155044450,ENSG00000173207,protein_coding,CKS1B,DAE
chr1,154431446,154431910,ENSG00000160688,protein_coding,FLAD1,DAE
chr1,154442853,154442974,ENSG00000160688,protein_coding,FLAD1,DAE
chr1,154521501,154522000,ENSG00000160688,protein_coding,FLAD1,DAE
chr1,154529725,154529988,ENSG00000160688,protein_coding,FLAD1,DAE
chr1,154431446,154431910,ENSG00000163352,protein_coding,LENEP,DAE
chr1,154442853,154442974,ENSG00000163352,protein_coding,LENEP,DAE
chr1,154521501,154522000,ENSG00000163354,protein_coding,DCST2,DAE
chr1,154529725,154529988,ENSG00000163354,protein_coding,DCST2,DAE
chr1,154521501,154522000,ENSG00000163357,protein_coding,DCST1,DAE
chr1,154529725,154529988,ENSG00000163357,protein_coding,DCST1,DAE
chr1,154431446,154431910,ENSG00000143590,protein_coding,EFNA3,DAE
chr1,154442853,154442974,ENSG00000143590,protein_coding,EFNA3,DAE
chr1,154565719,154566232,ENSG00000143590,protein_coding,EFNA3,DAE
chr1,155867299,155868222,ENSG00000177628,protein_coding,GBA,DAE
chr1,156002348,156002800,ENSG00000177628,protein_coding,GBA,DAE
chr1,155299882,155300503,ENSG00000160767,protein_coding,FAM189B,DAE
chr1,155665400,155666050,ENSG00000160767,protein_coding,FAM189B,DAE
chr1,155877219,155877587,ENSG00000160767,protein_coding,FAM189B,DAE
chr1,156002348,156002800,ENSG00000160767,protein_coding,FAM189B,DAE
chr1,155299882,155300503,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,155665400,155666050,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,155877219,155877587,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,156002348,156002800,ENSG00000116521,protein_coding,SCAMP3,DAE
chr1,155299882,155300503,ENSG00000176444,protein_coding,CLK2,DAE
chr1,155522812,155523570,ENSG00000176444,protein_coding,CLK2,DAE
chr1,155877219,155877587,ENSG00000176444,protein_coding,CLK2,DAE
chr1,155299882,155300503,ENSG00000143630,protein_coding,HCN3,DAE
chr1,155522812,155523570,ENSG00000143630,protein_coding,HCN3,DAE
chr1,155469875,155470146,ENSG00000160753,protein_coding,RUSC1,DAE
chr1,155477786,155478110,ENSG00000160753,protein_coding,RUSC1,DAE
chr1,155522812,155523570,ENSG00000160753,protein_coding,RUSC1,DAE
chr1,155299882,155300503,ENSG00000116539,protein_coding,ASH1L,DAE
chr1,155522812,155523570,ENSG00000116539,protein_coding,ASH1L,DAE
chr1,155842015,155842625,ENSG00000116539,protein_coding,ASH1L,DAE
chr1,155867299,155868222,ENSG00000116539,protein_coding,ASH1L,DAE
chr1,156328378,156328910,ENSG00000116539,protein_coding,ASH1L,DAE
chr1,155299882,155300503,ENSG00000125459,protein_coding,MSTO1,DAE
chr1,155282902,155283627,ENSG00000163374,protein_coding,YY1AP1,DAE
chr1,155469875,155470146,ENSG00000163374,protein_coding,YY1AP1,DAE
chr1,155477786,155478110,ENSG00000163374,protein_coding,YY1AP1,DAE
chr1,156002348,156002800,ENSG00000132676,protein_coding,DAP3,DAE
chr1,155299882,155300503,ENSG00000116580,protein_coding,GON4L,DAE
chr1,156328378,156328910,ENSG00000116580,protein_coding,GON4L,DAE
chr1,155299882,155300503,ENSG00000132718,protein_coding,SYT11,DAE
chr1,155842015,155842625,ENSG00000132680,protein_coding,KIAA0907,DAE
chr1,155867299,155868222,ENSG00000132680,protein_coding,KIAA0907,DAE
chr1,155842015,155842625,ENSG00000173080,protein_coding,RXFP4,DAE
chr1,155299882,155300503,ENSG00000116584,protein_coding,ARHGEF2,DAE
chr1,155665400,155666050,ENSG00000116584,protein_coding,ARHGEF2,DAE
chr1,155842015,155842625,ENSG00000116584,protein_coding,ARHGEF2,DAE
chr1,156002348,156002800,ENSG00000116584,protein_coding,ARHGEF2,DAE
chr1,156002348,156002800,ENSG00000254726,protein_coding,MEX3A,DAE
chr1,156002348,156002800,ENSG00000160789,protein_coding,LMNA,DAE
chr1,156328378,156328910,ENSG00000236947,lincRNA,RP11-98G7.1,DAE
chr1,156360275,156360669,ENSG00000236947,lincRNA,RP11-98G7.1,DAE
chr1,156360890,156361166,ENSG00000236947,lincRNA,RP11-98G7.1,DAE
chr1,156618325,156618725,ENSG00000187862,protein_coding,TTC24,DAE
chr1,156618325,156618725,ENSG00000163382,protein_coding,APOA1BP,DAE
chr1,156618325,156618725,ENSG00000132688,protein_coding,NES,DAE
chr1,158083005,158083711,ENSG00000183853,protein_coding,KIRREL,DAE
chr1,158834190,158834820,ENSG00000158477,protein_coding,CD1A,DAE
chr1,158834190,158834820,ENSG00000158481,protein_coding,CD1C,DAE
chr1,158563375,158564150,ENSG00000180433,protein_coding,OR6K6,DAE
chr1,16040838,16041334,ENSG00000132906,protein_coding,CASP9,DAE
chr1,16700712,16701075,ENSG00000271742,lincRNA,RP4-680D5.9,DAE
chr1,16700712,16701075,ENSG00000116786,protein_coding,PLEKHM2,DAE
chr1,16030142,16030465,ENSG00000162461,protein_coding,SLC25A34,DAE
chr1,16030674,16030750,ENSG00000162461,protein_coding,SLC25A34,DAE
chr1,16038606,16039313,ENSG00000162461,protein_coding,SLC25A34,DAE
chr1,16030142,16030465,ENSG00000162460,protein_coding,TMEM82,DAE
chr1,16030674,16030750,ENSG00000162460,protein_coding,TMEM82,DAE
chr1,16038606,16039313,ENSG00000162460,protein_coding,TMEM82,DAE
chr1,16212759,16213091,ENSG00000065526,protein_coding,SPEN,DAE
chr1,16726889,16727669,ENSG00000065526,protein_coding,SPEN,DAE
chr1,16160395,16160700,ENSG00000116809,protein_coding,ZBTB17,DAE
chr1,16212759,16213091,ENSG00000116809,protein_coding,ZBTB17,DAE
chr1,16773866,16774683,ENSG00000116809,protein_coding,ZBTB17,DAE
chr1,16160395,16160700,ENSG00000183888,protein_coding,C1orf64,DAE
chr1,16751800,16752325,ENSG00000183888,protein_coding,C1orf64,DAE
chr1,16700712,16701075,ENSG00000173641,protein_coding,HSPB7,DAE
chr1,16751800,16752325,ENSG00000173641,protein_coding,HSPB7,DAE
chr1,16030142,16030465,ENSG00000186510,protein_coding,CLCNKA,DAE
chr1,16030674,16030750,ENSG00000186510,protein_coding,CLCNKA,DAE
chr1,16038606,16039313,ENSG00000186510,protein_coding,CLCNKA,DAE
chr1,16700712,16701075,ENSG00000186510,protein_coding,CLCNKA,DAE
chr1,16751800,16752325,ENSG00000186510,protein_coding,CLCNKA,DAE
chr1,16502195,16502720,ENSG00000185519,protein_coding,FAM131C,DAE
chr1,16700712,16701075,ENSG00000185519,protein_coding,FAM131C,DAE
chr1,16502195,16502720,ENSG00000132881,protein_coding,RSG1,DAE
chr1,16160395,16160700,ENSG00000037637,protein_coding,FBXO42,DAE
chr1,16393624,16394087,ENSG00000037637,protein_coding,FBXO42,DAE
chr1,16160395,16160700,ENSG00000055070,protein_coding,SZRD1,DAE
chr1,16393624,16394087,ENSG00000055070,protein_coding,SZRD1,DAE
chr1,15865191,15865740,ENSG00000187144,protein_coding,SPATA21,DAE
chr1,160316703,160317214,ENSG00000143318,protein_coding,CASQ1,DAE
chr1,160079225,160079546,ENSG00000162734,protein_coding,PEA15,DAE
chr1,160079225,160079546,ENSG00000132716,protein_coding,DCAF8,DAE
chr1,160086990,160087220,ENSG00000132716,protein_coding,DCAF8,DAE
chr1,160087380,160088090,ENSG00000132716,protein_coding,DCAF8,DAE
chr1,160131900,160132825,ENSG00000132716,protein_coding,DCAF8,DAE
chr1,160079225,160079546,ENSG00000122218,protein_coding,COPA,DAE
chr1,161359666,161360218,ENSG00000158859,protein_coding,ADAMTS4,DAE
chr1,161359666,161360218,ENSG00000158864,protein_coding,NDUFS2,DAE
chr1,161359666,161360218,ENSG00000158869,protein_coding,FCER1G,DAE
chr1,161359666,161360218,ENSG00000268387,protein_coding,AL590714.1,DAE
chr1,161359666,161360218,ENSG00000158874,protein_coding,APOA2,DAE
chr1,161359666,161360218,ENSG00000158882,protein_coding,TOMM40L,DAE
chr1,161696780,161697030,ENSG00000173110,protein_coding,HSPA6,DAE
chr1,161696780,161697030,ENSG00000203747,protein_coding,FCGR3A,DAE
chr1,161582449,161582690,ENSG00000072694,protein_coding,FCGR2B,DAE
chr1,161500668,161500833,ENSG00000162746,protein_coding,FCRLB,DAE
chr1,161500941,161501110,ENSG00000162746,protein_coding,FCRLB,DAE
chr1,161501115,161501170,ENSG00000162746,protein_coding,FCRLB,DAE
chr1,162370712,162371054,ENSG00000118217,protein_coding,ATF6,DAE
chr1,162032350,162033000,ENSG00000198929,protein_coding,NOS1AP,DAE
chr1,162354091,162355068,ENSG00000198929,protein_coding,NOS1AP,DAE
chr1,162358804,162359305,ENSG00000198929,protein_coding,NOS1AP,DAE
chr1,162370712,162371054,ENSG00000198929,protein_coding,NOS1AP,DAE
chr1,162032350,162033000,ENSG00000239887,protein_coding,C1orf226,DAE
chr1,162057200,162057670,ENSG00000239887,protein_coding,C1orf226,DAE
chr1,162032350,162033000,ENSG00000171722,protein_coding,C1orf111,DAE
chr1,162057200,162057670,ENSG00000171722,protein_coding,C1orf111,DAE
chr1,163099451,163099878,ENSG00000132196,protein_coding,HSD17B7,DAE
chr1,163270335,163271113,ENSG00000132196,protein_coding,HSD17B7,DAE
chr1,163270335,163271113,ENSG00000185860,protein_coding,C1orf110,DAE
chr1,163695375,163695976,ENSG00000185630,protein_coding,PBX1,DAE
chr1,163699950,163700575,ENSG00000185630,protein_coding,PBX1,DAE
chr1,163826900,163827635,ENSG00000185630,protein_coding,PBX1,DAE
chr1,165114357,165114963,ENSG00000162761,protein_coding,LMX1A,DAE
chr1,165115150,165115800,ENSG00000162761,protein_coding,LMX1A,DAE
chr1,165893940,165894323,ENSG00000225325,lincRNA,RP11-479J7.1,DAE
chr1,165919039,165919600,ENSG00000225325,lincRNA,RP11-479J7.1,DAE
chr1,165893940,165894323,ENSG00000234142,lincRNA,RP11-276E17.2,DAE
chr1,167035694,167036286,ENSG00000198821,protein_coding,CD247,DAE
chr1,167035694,167036286,ENSG00000143162,protein_coding,CREG1,DAE
chr1,169316800,169317300,ENSG00000228697,lincRNA,RP5-968D22.1,DAE
chr1,169325808,169326004,ENSG00000228697,lincRNA,RP5-968D22.1,DAE
chr1,169325808,169326004,ENSG00000143184,protein_coding,XCL1,DAE
chr1,168467448,168467972,ENSG00000117477,protein_coding,CCDC181,DAE
chr1,168467448,168467972,ENSG00000234437,lincRNA,RP1-206D15.3,DAE
chr1,17123160,17123420,ENSG00000219481,protein_coding,NBPF1,DAE
chr1,17209050,17209800,ENSG00000219481,protein_coding,NBPF1,DAE
chr1,17123160,17123420,ENSG00000271732,lincRNA,RP5-1182A14.5,DAE
chr1,17123160,17123420,ENSG00000215908,lincRNA,CROCCP2,DAE
chr1,17209050,17209800,ENSG00000237847,protein_coding,FAM231A,DAE
chr1,16919100,16919672,ENSG00000058453,protein_coding,CROCC,DAE
chr1,16985070,16985700,ENSG00000058453,protein_coding,CROCC,DAE
chr1,17209050,17209800,ENSG00000223643,lincRNA,RP11-108M9.1,DAE
chr1,17209050,17209800,ENSG00000230239,lincRNA,RP11-108M9.2,DAE
chr1,16985070,16985700,ENSG00000272426,lincRNA,RP11-108M9.6,DAE
chr1,169987141,169987571,ENSG00000120370,protein_coding,GORAB,DAE
chr1,169987141,169987571,ENSG00000116132,protein_coding,PRRX1,DAE
chr1,169987141,169987571,ENSG00000271811,lincRNA,RP1-79C4.4,DAE
chr1,171957800,171958080,ENSG00000010165,protein_coding,METTL13,DAE
chr1,17571663,17572060,ENSG00000117115,protein_coding,PADI2,DAE
chr1,17527900,17528575,ENSG00000142623,protein_coding,PADI1,DAE
chr1,17475575,17476275,ENSG00000179051,protein_coding,RCC2,DAE
chr1,17796742,17797100,ENSG00000074964,protein_coding,ARHGEF10L,DAE
chr1,17946775,17947310,ENSG00000074964,protein_coding,ARHGEF10L,DAE
chr1,18868770,18869250,ENSG00000074964,protein_coding,ARHGEF10L,DAE
chr1,18876201,18876776,ENSG00000074964,protein_coding,ARHGEF10L,DAE
chr1,18883941,18884820,ENSG00000074964,protein_coding,ARHGEF10L,DAE
chr1,18888366,18888450,ENSG00000074964,protein_coding,ARHGEF10L,DAE
chr1,18925700,18925975,ENSG00000074964,protein_coding,ARHGEF10L,DAE
chr1,18671220,18671610,ENSG00000236648,lincRNA,RP11-473A10.2,DAE
chr1,18679231,18679675,ENSG00000236648,lincRNA,RP11-473A10.2,DAE
chr1,18876201,18876776,ENSG00000236648,lincRNA,RP11-473A10.2,DAE
chr1,19020050,19020350,ENSG00000236648,lincRNA,RP11-473A10.2,DAE
chr1,19024775,19025446,ENSG00000236648,lincRNA,RP11-473A10.2,DAE
chr1,19029500,19030075,ENSG00000236648,lincRNA,RP11-473A10.2,DAE
chr1,18883941,18884820,ENSG00000261781,lincRNA,RP11-174G17.2,DAE
chr1,18888366,18888450,ENSG00000261781,lincRNA,RP11-174G17.2,DAE
chr1,18716575,18717268,ENSG00000117154,protein_coding,IGSF21,DAE
chr1,19020050,19020350,ENSG00000117154,protein_coding,IGSF21,DAE
chr1,19024775,19025446,ENSG00000117154,protein_coding,IGSF21,DAE
chr1,19029500,19030075,ENSG00000117154,protein_coding,IGSF21,DAE
chr1,18925700,18925975,ENSG00000179002,protein_coding,TAS1R2,DAE
chr1,19005325,19006200,ENSG00000179002,protein_coding,TAS1R2,DAE
chr1,19424553,19425004,ENSG00000255275,protein_coding,RP13-279N23.2,DAE
chr1,19424553,19425004,ENSG00000159423,protein_coding,ALDH4A1,DAE
chr1,19424553,19425004,ENSG00000169991,protein_coding,IFFO2,DAE
chr1,19393360,19393991,ENSG00000127481,protein_coding,UBR4,DAE
chr1,173398940,173399475,ENSG00000120334,protein_coding,CENPL,DAE
chr1,173398940,173399475,ENSG00000117593,protein_coding,DARS2,DAE
chr1,174714975,174715425,ENSG00000135870,protein_coding,RC3H1,DAE
