chr,start,end,GeneID,gene.type,GeneName,variability
chr1,12339710,12340350,ENSG00000162496,protein_coding,DHRS3,Non.DAE
chr1,12361782,12362047,ENSG00000162496,protein_coding,DHRS3,Non.DAE
chr1,12376374,12376981,ENSG00000162496,protein_coding,DHRS3,Non.DAE
chr1,12416150,12416450,ENSG00000162496,protein_coding,DHRS3,Non.DAE
chr1,12416580,12416845,ENSG00000162496,protein_coding,DHRS3,Non.DAE
chr1,12478813,12479146,ENSG00000162496,protein_coding,DHRS3,Non.DAE
chr1,12686874,12687250,ENSG00000162496,protein_coding,DHRS3,Non.DAE
chr1,12689325,12689950,ENSG00000162496,protein_coding,DHRS3,Non.DAE
chr1,12295676,12296493,ENSG00000272482,lincRNA,RP11-474O21.5,Non.DAE
chr1,12318291,12318839,ENSG00000272482,lincRNA,RP11-474O21.5,Non.DAE
chr1,12320646,12321230,ENSG00000272482,lincRNA,RP11-474O21.5,Non.DAE
chr1,12328413,12328639,ENSG00000272482,lincRNA,RP11-474O21.5,Non.DAE
chr1,12339710,12340350,ENSG00000272482,lincRNA,RP11-474O21.5,Non.DAE
chr1,12361782,12362047,ENSG00000272482,lincRNA,RP11-474O21.5,Non.DAE
chr1,12376374,12376981,ENSG00000272482,lincRNA,RP11-474O21.5,Non.DAE
chr1,12478813,12479146,ENSG00000272482,lincRNA,RP11-474O21.5,Non.DAE
chr1,121160200,121160725,ENSG00000188610,protein_coding,FAM72B,Non.DAE
chr1,121355550,121356298,ENSG00000188610,protein_coding,FAM72B,Non.DAE
chr1,121160200,121160725,ENSG00000227193,lincRNA,RP11-439A17.4,Non.DAE
chr1,120831275,120832025,ENSG00000198019,protein_coding,FCGR1B,Non.DAE
chr1,120835198,120835350,ENSG00000198019,protein_coding,FCGR1B,Non.DAE
chr1,121160200,121160725,ENSG00000230806,lincRNA,RP11-343N15.1,Non.DAE
chr1,121160200,121160725,ENSG00000269996,lincRNA,RP11-343N15.5,Non.DAE
chr1,121160200,121160725,ENSG00000227082,lincRNA,AL592494.5,Non.DAE
chr1,120790350,120791190,ENSG00000231429,lincRNA,RP11-343N15.2,Non.DAE
chr1,120831275,120832025,ENSG00000231429,lincRNA,RP11-343N15.2,Non.DAE
chr1,120835198,120835350,ENSG00000231429,lincRNA,RP11-343N15.2,Non.DAE
chr1,120831275,120832025,ENSG00000228826,lincRNA,RP11-344P13.4,Non.DAE
chr1,120835198,120835350,ENSG00000228826,lincRNA,RP11-344P13.4,Non.DAE
chr1,12870550,12871510,ENSG00000116726,protein_coding,PRAMEF12,Non.DAE
chr1,12867890,12868860,ENSG00000204513,protein_coding,PRAMEF11,Non.DAE
chr1,12867890,12868860,ENSG00000179172,protein_coding,HNRNPCL1,Non.DAE
chr1,12870550,12871510,ENSG00000179172,protein_coding,HNRNPCL1,Non.DAE
chr1,12867890,12868860,ENSG00000120952,protein_coding,PRAMEF2,Non.DAE
chr1,12870550,12871510,ENSG00000120952,protein_coding,PRAMEF2,Non.DAE
chr1,12870550,12871510,ENSG00000243073,protein_coding,PRAMEF4,Non.DAE
chr1,13769812,13770446,ENSG00000116731,protein_coding,PRDM2,Non.DAE
chr1,15599030,15599125,ENSG00000204464,protein_coding,C1orf195,Non.DAE
chr1,15640039,15640349,ENSG00000228140,lincRNA,RP3-467K16.4,Non.DAE
chr1,15676400,15676925,ENSG00000228140,lincRNA,RP3-467K16.4,Non.DAE
chr1,15678960,15679360,ENSG00000228140,lincRNA,RP3-467K16.4,Non.DAE
chr1,15640039,15640349,ENSG00000142634,protein_coding,EFHD2,Non.DAE
chr1,15676400,15676925,ENSG00000142634,protein_coding,EFHD2,Non.DAE
chr1,15678960,15679360,ENSG00000142634,protein_coding,EFHD2,Non.DAE
chr1,15640039,15640349,ENSG00000162438,protein_coding,CTRC,Non.DAE
chr1,15640039,15640349,ENSG00000142615,protein_coding,CELA2A,Non.DAE
chr1,15676400,15676925,ENSG00000142615,protein_coding,CELA2A,Non.DAE
chr1,15678960,15679360,ENSG00000142615,protein_coding,CELA2A,Non.DAE
chr1,15839826,15840148,ENSG00000215704,protein_coding,CELA2B,Non.DAE
chr1,142610579,142611055,ENSG00000227552,lincRNA,RP11-417J8.1,Non.DAE
chr1,142639110,142639780,ENSG00000230880,lincRNA,RP11-417J8.3,Non.DAE
chr1,142705560,142706280,ENSG00000230880,lincRNA,RP11-417J8.3,Non.DAE
chr1,142602090,142602870,ENSG00000203849,lincRNA,RP11-417J8.6,Non.DAE
chr1,142610579,142611055,ENSG00000203849,lincRNA,RP11-417J8.6,Non.DAE
chr1,142705560,142706280,ENSG00000203849,lincRNA,RP11-417J8.6,Non.DAE
chr1,143282915,143283860,ENSG00000232274,lincRNA,RP11-782C8.2,Non.DAE
chr1,143199500,143199880,ENSG00000237291,lincRNA,RP11-782C8.4,Non.DAE
chr1,143201240,143202170,ENSG00000225278,lincRNA,RP11-782C8.5,Non.DAE
chr1,143201240,143202170,ENSG00000235566,lincRNA,RP11-435B5.7,Non.DAE
chr1,145415425,145416025,ENSG00000168614,protein_coding,NBPF9,Non.DAE
chr1,145417550,145418400,ENSG00000168614,protein_coding,NBPF9,Non.DAE
chr1,145511475,145511789,ENSG00000168614,protein_coding,NBPF9,Non.DAE
chr1,145512180,145512828,ENSG00000168614,protein_coding,NBPF9,Non.DAE
chr1,145513257,145513979,ENSG00000168614,protein_coding,NBPF9,Non.DAE
chr1,144546020,144546540,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,144546630,144547300,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,144941008,144941794,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145385075,145385700,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145389900,145390525,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145395600,145396344,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145396683,145396914,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145396924,145397898,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145397900,145397950,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145415425,145416025,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145417550,145418400,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145504708,145505376,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,145664902,145665275,ENSG00000178104,protein_coding,PDE4DIP,Non.DAE
chr1,144890250,144890590,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,144892220,144892500,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145491635,145491940,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145492187,145492448,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145498619,145498910,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145498974,145499191,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145504708,145505376,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145713100,145714100,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,145718400,145718800,ENSG00000272709,lincRNA,RP11-458D21.6,Non.DAE
chr1,144890250,144890590,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,144892220,144892500,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145491635,145491940,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145492187,145492448,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145498619,145498910,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145498974,145499191,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145504708,145505376,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145713100,145714100,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,145718400,145718800,ENSG00000213240,protein_coding,NOTCH2NL,Non.DAE
chr1,144890250,144890590,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,144892220,144892500,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145491635,145491940,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145492187,145492448,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145498619,145498910,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145498974,145499191,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145504708,145505376,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145713100,145714100,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,145718400,145718800,ENSG00000255168,protein_coding,RP11-458D21.5,Non.DAE
chr1,144589694,144590060,ENSG00000233396,lincRNA,RP11-458D21.1,Non.DAE
chr1,145544973,145545346,ENSG00000168509,protein_coding,HFE2,Non.DAE
chr1,145455312,145455708,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145459497,145459806,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145459925,145460422,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145460469,145460729,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145511475,145511789,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145512180,145512828,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145513257,145513979,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145544973,145545346,ENSG00000117289,protein_coding,TXNIP,Non.DAE
chr1,145433530,145433648,ENSG00000181039,protein_coding,ANKRD34A,Non.DAE
chr1,144589694,144590060,ENSG00000131795,protein_coding,RBM8A,Non.DAE
chr1,144589694,144590060,ENSG00000131779,protein_coding,PEX11B,Non.DAE
chr1,145433530,145433648,ENSG00000131779,protein_coding,PEX11B,Non.DAE
chr1,145427509,145427794,ENSG00000198483,protein_coding,ANKRD35,Non.DAE
chr1,145433530,145433648,ENSG00000198483,protein_coding,ANKRD35,Non.DAE
chr1,145427509,145427794,ENSG00000186364,protein_coding,NUDT17,Non.DAE
chr1,145427509,145427794,ENSG00000186141,protein_coding,POLR3C,Non.DAE
chr1,145563100,145563608,ENSG00000117281,protein_coding,CD160,Non.DAE
chr1,145664902,145665275,ENSG00000174827,protein_coding,PDZK1,Non.DAE
chr1,145683225,145683570,ENSG00000174827,protein_coding,PDZK1,Non.DAE
chr1,144941008,144941794,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145621420,145622090,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145631960,145632280,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145634300,145634755,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145648773,145649506,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145652037,145652176,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145652178,145652875,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145657101,145657384,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145664902,145665275,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145713100,145714100,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145718400,145718800,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145740725,145741225,ENSG00000117262,protein_coding,GPR89A,Non.DAE
chr1,145511475,145511789,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145512180,145512828,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145513257,145513979,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145527400,145527616,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145600678,145600942,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145605319,145605560,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145631960,145632280,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145634300,145634755,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145652037,145652176,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145652178,145652875,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,145657101,145657384,ENSG00000196644,protein_coding,GPR89C,Non.DAE
chr1,146337970,146338740,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,146622909,146623282,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147077597,147077962,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147080043,147080251,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147080884,147081392,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147087508,147087714,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147089559,147090257,ENSG00000186275,protein_coding,NBPF12,Non.DAE
chr1,147309275,147310025,ENSG00000234225,lincRNA,RP4-704D21.2,Non.DAE
chr1,147243675,147244275,ENSG00000131781,protein_coding,FMO5,Non.DAE
chr1,147243675,147244275,ENSG00000131778,protein_coding,CHD1L,Non.DAE
chr1,147363000,147364000,ENSG00000131778,protein_coding,CHD1L,Non.DAE
chr1,147369050,147369551,ENSG00000131778,protein_coding,CHD1L,Non.DAE
chr1,147089559,147090257,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147092293,147092604,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147097266,147097975,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147097983,147098249,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147098363,147098995,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147101160,147101389,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147102880,147103031,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147363000,147364000,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147369050,147369551,ENSG00000234610,lincRNA,LINC00624,Non.DAE
chr1,147532300,147533025,ENSG00000116128,protein_coding,BCL9,Non.DAE
chr1,146739407,146739900,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146745420,146745656,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146746395,146746804,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146746860,146747269,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146747956,146748270,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146753771,146754236,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146806010,146806542,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146806847,146807026,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146808600,146809425,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146987507,146987808,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,147101160,147101389,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,147102880,147103031,ENSG00000121634,protein_coding,GJA8,Non.DAE
chr1,146722026,146722238,ENSG00000226335,lincRNA,XXyac-YX155B6.6,Non.DAE
chr1,146723610,146723915,ENSG00000226335,lincRNA,XXyac-YX155B6.6,Non.DAE
chr1,146724028,146724698,ENSG00000226335,lincRNA,XXyac-YX155B6.6,Non.DAE
chr1,148549450,148550020,ENSG00000226335,lincRNA,XXyac-YX155B6.6,Non.DAE
chr1,149137700,149138475,ENSG00000223779,lincRNA,RP11-403I13.4,Non.DAE
chr1,149332725,149333575,ENSG00000226067,lincRNA,LINC00869,Non.DAE
chr1,149332725,149333575,ENSG00000235999,lincRNA,RP11-403I13.8,Non.DAE
chr1,149294275,149294899,ENSG00000229801,lincRNA,RP11-353N4.1,Non.DAE
chr1,149298551,149298853,ENSG00000229801,lincRNA,RP11-353N4.1,Non.DAE
chr1,149884150,149884319,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,149887525,149888233,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150019512,150019719,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
chr1,150149965,150150238,ENSG00000150337,protein_coding,FCGR1A,Non.DAE
